cutoff_value,0,1,2,3,4,5,8,9,11,16,17,19,average
10.0,0.1306089743589743,0.051578947368421,0.0926456542502387,0.2027946972411322,0.0459322693655118,0.2497136311569301,0.0324105334233625,0.0928571428571428,0.092911877394636,0.1925777331995988,0.1894336030461685,0.0820244328097731,0.12129079137265747
20.0,0.1357767596834652,0.0533188248095756,0.0953316953316953,0.2049239681390297,0.0461117624071903,0.2504307869040781,0.0324105334233625,0.0939306358381503,0.0931349015842534,0.1935483870967742,0.190978886756238,0.0827464788732394,0.12272030173725434
30.0,0.137089991589571,0.0571095571095571,0.0969030969030969,0.2099406528189911,0.0469745222929936,0.2573789846517119,0.0324433930381885,0.0970149253731343,0.0937651039149347,0.1945288753799392,0.1962524654832347,0.0850678733031674,0.12537245348821002
40.0,0.1454707719767961,0.0693559801840056,0.1104154809334092,0.2506643046944198,0.0509059534081104,0.3685545224006762,0.6025641025641025,0.1205936920222634,0.1006224066390041,0.2670375521557719,0.2113648433351035,0.096311475409836,0.19948842381029155
50.0,0.1941631923764145,0.0888485947416137,0.155324259407526,0.3642213642213642,0.0702380952380952,0.4575026232948583,0.6025641025641025,0.1660280970625798,0.9746192893401014,0.423841059602649,0.3151227236737925,0.1091753774680604,0.3268040649159298
60.0,0.3208661417322834,0.1342465753424657,0.2164599774520856,0.4837606837606837,0.0939490445859872,0.5362853628536285,0.6025641025641025,0.1972685887708649,0.9746192893401014,0.4383561643835616,0.7566539923954373,0.1528455284552845,0.4089896209697071
70.0,0.4267015706806282,0.1956087824351297,0.5907692307692307,0.5405921680993314,0.1312335958005249,0.6013793103448276,0.6025641025641025,0.3095238095238095,0.9746192893401014,0.5765765765765766,0.7758284600389864,0.5,0.5187830746811041
80.0,0.4961948249619483,0.4242424242424242,0.8609865470852017,0.8372781065088758,0.192156862745098,0.7543252595155708,0.0714285714285714,0.5493562231759657,0.9793814432989691,0.7084870848708488,0.7758284600389864,0.9555555555555556,0.6337684469523347
90.0,0.6707818930041153,0.9375,0.956989247311828,0.8542914171656686,0.8316831683168318,0.9752808988764046,0.0714285714285714,0.7445255474452555,0.934065934065934,0.6813186813186813,0.7838616714697406,0.6376811594202899,0.7566173491519433
